Point(8.7547174 40.1561188)	Giants grave	http://www.wikidata.org/entity/Q122205040
Point(9.330588 40.1648138)	Giants grave	http://www.wikidata.org/entity/Q122205113
Point(8.9375667 40.2663468)	Giants grave	http://www.wikidata.org/entity/Q122205010
Point(9.334102 39.615138)	Giants grave	http://www.wikidata.org/entity/Q122205059
Point(8.8938117 40.1954141)	Giants grave	http://www.wikidata.org/entity/Q122204981
Point(9.487407 40.16808)	Giants grave	http://www.wikidata.org/entity/Q122205066
Point(8.395204879 39.469749237)	Giants grave	http://www.wikidata.org/entity/Q122204989
Point(8.829573583 40.145238518)	Giants grave	http://www.wikidata.org/entity/Q122205038
Point(8.958615 39.031863)	Giants grave	http://www.wikidata.org/entity/Q122205008
Point(8.896846733 40.245563418)	Giants grave	http://www.wikidata.org/entity/Q122205001
Point(8.6501068 40.4915365)	Giants grave	http://www.wikidata.org/entity/Q122205039
Point(9.466185 39.816886)	Giants grave	http://www.wikidata.org/entity/Q122205052
Point(9.258567568 40.274502484)	Giants grave	http://www.wikidata.org/entity/Q122205027
Point(9.316614 39.696069)	Giants grave	http://www.wikidata.org/entity/Q122205098
Point(8.7991272 40.4427323)	Giants grave	http://www.wikidata.org/entity/Q122205013
Point(9.718248977 40.624522869)	Giants grave	http://www.wikidata.org/entity/Q122205012
Point(9.4279724 40.0225256)	Giants grave	http://www.wikidata.org/entity/Q122205025
Point(9.2863792 40.38914)	Giants grave	http://www.wikidata.org/entity/Q122205024
Point(9.008021 39.046504)	Giants grave	http://www.wikidata.org/entity/Q122205030
Point(8.385819158 39.46029027)	Giants grave	http://www.wikidata.org/entity/Q122205119
Point(9.5311168 40.3040412)	Giants grave	http://www.wikidata.org/entity/Q122204999
Point(8.4924915 40.2085704)	Giants grave	http://www.wikidata.org/entity/Q122205075
Point(8.4421588 39.2323369)	Giants grave	http://www.wikidata.org/entity/Q122205042
Point(9.075068425 39.625652677)	Giants grave	http://www.wikidata.org/entity/Q122205087
Point(9.694495329 40.646883799)	Giants grave	http://www.wikidata.org/entity/Q122205002
Point(8.8301322 40.1513178)	Giants grave	http://www.wikidata.org/entity/Q122204997
Point(8.9270008 40.247647)	Giants grave	http://www.wikidata.org/entity/Q122205009
Point(9.336109 39.55724)	Giants grave	http://www.wikidata.org/entity/Q122205085
Point(9.4280905 40.0229789)	Giants grave	http://www.wikidata.org/entity/Q122205026
Point(8.7751427 40.4793497)	Giants grave	http://www.wikidata.org/entity/Q122205084
Point(9.372834 39.721607)	Giants grave	http://www.wikidata.org/entity/Q122205107
Point(8.9373047 40.1678764)	Giants grave	http://www.wikidata.org/entity/Q122204986
Point(9.29241 39.695152)	Giants grave	http://www.wikidata.org/entity/Q122205043
Point(9.074660709 39.625582696)	Giants grave	http://www.wikidata.org/entity/Q122205088
Point(9.288875 39.738793)	Giants grave	http://www.wikidata.org/entity/Q122205050
Point(8.7901259 40.4119385)	Giants grave	http://www.wikidata.org/entity/Q122205022
Point(8.8961601 40.1923668)	Giants grave	http://www.wikidata.org/entity/Q122204982
Point(9.0086389 40.7350735)	Giants grave	http://www.wikidata.org/entity/Q122204988
Point(9.0235949 40.2128458)	Giants grave	http://www.wikidata.org/entity/Q122205110
Point(9.1026881 39.6682789)	Giants grave	http://www.wikidata.org/entity/Q122204996
Point(9.467156942 39.817227908)	Giants grave	http://www.wikidata.org/entity/Q122205053
Point(9.01364 39.549947)	Giants grave	http://www.wikidata.org/entity/Q122205064
Point(8.592005 40.078472)	Giants grave	http://www.wikidata.org/entity/Q122205065
Point(8.732048 40.0549123)	Giants grave	http://www.wikidata.org/entity/Q122205005
Point(9.2960447 40.4609508)	Giants grave	http://www.wikidata.org/entity/Q122205115
Point(9.0744746 40.6998386)	Giants grave	http://www.wikidata.org/entity/Q122204994
Point(9.230360952 40.498886)	Giants grave	http://www.wikidata.org/entity/Q122204990
Point(8.7720233 40.2176602)	Giants grave	http://www.wikidata.org/entity/Q122205041
Point(8.6156261 39.5059883)	Giants grave	http://www.wikidata.org/entity/Q122205061
