http://www.wikidata.org/entity/Q2050965,Point(-156.58888889 21.02888889),Nakalele Point
http://www.wikidata.org/entity/Q3104726,Point(150.863055555 -34.671805555),Kiama Blowhole
http://www.wikidata.org/entity/Q3227341,Point(55.29283 -21.22508),Blowhole
http://www.wikidata.org/entity/Q4734168,Point(-172.5197 -13.8022),Alofaaga Blowholes
http://www.wikidata.org/entity/Q5643420,Point(-157.676 21.2822),Halona Blowhole
http://www.wikidata.org/entity/Q5735268,Point(-4.979559 43.458442),Bufones de Pría
http://www.wikidata.org/entity/Q5940915,Point(80.7369175 5.9778905),Hummanaya
http://www.wikidata.org/entity/Q7580170,Point(-159.494 21.885),Spouting Horn
http://www.wikidata.org/entity/Q11565687,Point(141.981583333 39.676805555),Sakiyama Blowhole
http://www.wikidata.org/entity/Q106677300,Point(-81.12776 19.29379),Blow Holes
http://www.wikidata.org/entity/Q108611866,Point(173.156247 -34.756036),Anapuhipuhi Blowhole
http://www.wikidata.org/entity/Q116883605,Point(-5.6794738 50.035853),Funnel Hole
