latitude,longitude,label,link
52.62584360203372, 1.322583 Frogs Hall Lane
52.66265052221424, 0.9753741269154826, Cutthroat Lane
34.114762508412014, -109.94037638289323, Cutthroat Lane
34.1114344611566, -109.90029080123622,Cutthroat Circle
50.940182850690434, 0.7000303457613513, Dumb Woman's Lane,https://www.cyclingweekly.com/news/tinker-bottom-on-quicksie-hill-the-search-for-britains-funniest-road-names-is-over, To avoid murder; but keep their smuggling secret - villains cut out the tongue of the unfortunate woman who once lived on this lane.
62.45507697212757, 7.666125717706778,Trollstigen (Norway),https://en.wikipedia.org/wiki/Trollstigen,Dramatic mountain pass called 'Troll’s Path'; local legends of trolls abound.



51.5139302488083, -0.1069673166094108,Hanging Sword Alley,https://en.wikipedia.org/wiki/Hanging_Sword_Alley,Name said to come from a fencing school
39.95278612434153, -75.1425113853293,Elfreth’s Alley,https://www.elfrethsalley.org,Oldest continuously inhabited residential street in the US; site of many local ghost stories.
54.114444, -4.595278,Fairy Bridge (Isle of Man),https://en.wikipedia.org/wiki/Fairy_Bridge_(Isle_of_Man),Manx superstition says greet the fairies when crossing or risk bad luck.
54.431100,-0.534400,Robin Hood’s Bay Road,https://www.yorkshire.com/places/robin-hoods-bay,Named for the legendary outlaw
39.470800114583426, -77.7389318234428,Bloody Lane,https://en.wikipedia.org/wiki/Battle_of_Antietam,Site of fierce Civil War fighting at Antietam; central to local ghost stories.
42.51654690320375, -70.91767022584253,Witch Way,https://salemwitchmuseum.com,Nods to Salem's infamous 17th-century witch trials and enduring witch lore.

37.93537604325733, -111.53046428679745,Hell's Backbone Road,https://en.wikipedia.org/wiki/Hell%27s_Backbone_Road,A scenic but precarious route in Utah; name evokes danger and local frontier tales.
41.118554844615154, -73.840860797966,Sleepy Hollow Road,https://visitsleepyhollow.com,Famously associated with Washington Irving’s 'The Legend of Sleepy Hollow.'
38.26221902713817, -76.5919565054652,Moll Dyer Road,https://en.wikipedia.org/wiki/Moll_Dyer,Named for a 17th-century figure rumored to be a witch; local folklore persists.
42.97937899139919, 10.485589163519279,Buca delle Fate,https://www.maremmaguide.com/buca-delle-fate.html,'Fairies' Bay'; local lore claims fairies once protected the coastline.
47.555891036380004, 7.5864443728640225,Teufelhofstrasse,https://www.teufelhof.com,‘Teufel’ = devil in German; associated with local devil legends and a themed hotel.
50.949969453243654, 0.731870119063778,Mermaid Street,
51.64049862160838, -0.09984452425075971,Green Dragon Lane
52.91877085138873, -1.2469193410075088,Ghost House Lane,https://beestonian.com/the-chilwell-ghost-house/
52.67267414995164, 1.3755677767690773,Witchcraft Way,
