latitude,longitude,label,link
51.98347174781775, -4.618304466710452,The Shepherd Boy and the Fairies of Frenifawr,http://antiq.wiki/?s11-l5223,A shepherd boy tending his flock on Frenifach witnesses a group of fairies dancing on Frenifawr, whereupon he joins them and is transported to an enchanting palace full of wonders and delights. After enjoying the fairy realm for what he believed were many years, he breaks the one rule he was given by drinking from a forbidden well, only to find himself back on the mountain with no time having truly passed.
51.88945118162692, -3.892184284918966,Mr. Edward Jones, Pencwm and the Fairies,http://antiq.wiki/?s11-l5360,While returning from Lampeter on a moonlit night, Mr. Edward Jones saw Fairies dancing on Trichrug hill, experiencing an unusual levity in his body as he approached them. Despite witnessing this strange phenomenon, Mr. Jones, known for his intelligence and skepticism, was not considered superstitious.
52.21953893483302, -3.9338038024528954,A Farm Servant Near Tregaron, Who Spent a Year and a Day with the Fairies,http://antiq.wiki/?s11-l5375,A farm servant near Tregaron vanished while searching for lost cattle and was accused of murder, only for a wise man to reveal that he had been taken by fairies. A year and a day later, the servant was found dancing in a fairy circle, believing he had only been gone for a few minutes.
51.92232552803354, -4.36657060332451,A Carmarthenshire Maiden Who Got Into a Fairy Ring,http://antiq.wiki/?s11-l5495,In the parish of Cynwil Elvet, a servant girl went to find cows at a farm called Fos Anna and accidentally stepped into a Fairy ring. Despite being without food for a long time, she did not feel hungry due to the enchantment of the Fairy ring.
51.94158572284605, -4.244773882525484,Iago ap Dewi's Enchantment with the Fairies,http://antiq.wiki/?s11-l5507,Iago ap Dewi, a renowned translator of Bunyan's "Pilgrim's Progress," lived in Llanllawddog, Carmarthenshire, and disappeared for seven years, believed by locals to be abducted by Fairies. Upon his mysterious return, he evaded questions about his whereabouts during his absence.
52.000777916109705, -4.265173746919797,Taffy ap Sion and the Fairies,http://antiq.wiki/?s11-l5736,Taffy ap Sion, the shoemaker’s son near Pencader, enters a Fairy circle and dances for what feels like minutes, only to find decades have passed outside, transforming his home surroundings. Upon exploring the new landscape, Taffy fades to dust, confirming to the farmer he’d encountered that Taffy had indeed been taken by Fairies long ago, as local legend suggested.
52.303875693863894, -4.152534000915738,A Llanrhystyd Maid Lost Among the Fairies,http://antiq.wiki/?s11-l6057,A maid from Pencareg Farm, Llanrhystyd, was reportedly taken by fairies while she was out gathering cattle. Despite an extensive search, she was never seen again after being dragged into the fairies' circle.
52.219835794862234, -4.166967697610967,The Cardiganshire Painter and Musician,http://antiq.wiki/?s11-l6192,John Davies, a painter and musician, became enchanted by a group of fairy ladies while returning to Nantcwnlle and nearly secured a marriage with one of them, impressing them with his music. The marriage plan was thwarted when old Peggi Ty-clottas unknowingly intervened, causing the fairies to vanish and leaving John without the pot of gold or his fairy bride.
52.28980231738342, -3.8523367139105664,The Fairies of Cwm Mabws,http://antiq.wiki/?s11-l6380,In the valley of Cwm Mabws near Llanrhystyd, onlookers reported seeing fairies driving phantom carriages with little horsemen emerging from Craig Rhydderch. These sightings were reported by several witnesses from Penlan farm, who encountered the fairies while attending to their horses near the local river.
52.078465959949746, -4.059739276628588,Fairies and Footballers,http://antiq.wiki/?s11-l6418,Every Easter Monday in Pencarreg and Caio, young men reportedly encountered a large group of fairies while playing football. Despite their attempts to surround them, the fairies vanished and were never seen in Carmarthenshire again.
51.70884744953215, -5.053958453218206,Fairies at the Welsh Markets,http://antiq.wiki/?s11-l6435,In the folklore of West Wales, it was believed that Fairies, known as 'Plant Rhys Ddwfn,' invisibly attended markets in towns like Milford Haven and Cardigan, making purchases without speaking and affecting the local economy. The Fairies befriended a merchant named Gruffydd Ap Einon, leading him to their world where he was rewarded with gifts, but after his death, the Fairies stopped visiting when greedy farmers demanded unreasonable prices.
52.40049305749757, -4.080685158267766,Fairy Money,http://antiq.wiki/?s11-l6603,A farmer in the Vale of Rheidol found money incrementally increasing on a gate-post every day, starting with a sixpence. When he disclosed his secret to others, the fairies, displeased with his disclosure, stopped leaving the money.
52.279147877282874, -3.91799427451046,Fairy Mothers and Human Midwives,http://antiq.wiki/?s11-l6615,Pali, a midwife from Swyddffynon, was summoned to attend a fairy lady's confinement, where she experienced the wondrous and secretive world of the fairies through a special ointment. Despite being warned not to apply the ointment to her eyes, she did so out of curiosity, leading to the loss of her ability to see the fairies when the fairy lady revoked her sight.
