48.20962	16.37897	The Vienna Possession of 1583	https://occult-world.com/vienna-possession-1583/	A sixteen-year-old girl underwent extensive exorcisms at a Jesuit chapel in Vienna after allegedly being possessed by more than 12, 000 demons. Following the extraction of the entities, her grandmother was accused of witchcraft, tortured, and executed
51.21304	3.22493	The Possession at Spanjaardstraat	http://www.flanderstoday.eu/living/spooky-legends-bruges-and-halloween-events-across-flanders	During a 19th-century spiritualist investigation at a historic house in Bruges, a visiting medium was violently possessed by the earthbound entity of a 15th-century monk. The possessing spirit re-enacted a heinous murder he had committed centuries prior within the building's walls.
16.25863	-88.88418	The Mass Possession Panic at Big Falls School	https://amandala.com.bz/news/possession-panic-at-big-falls-r-c/	In May 2007, a wave of violent and inexplicable possession episodes struck students and teachers at a village primary school in southern Belize, forcing its closure and specialized spiritual intervention.
-17.93878	-67.12401	The Possession of José in San Pedro Cave	https://www.reduno.com.bo/noticias/impactante-asi-fue-el-primer-exorcismo-realizado-a-un-nino-llamado-jose-en-oruro-20251031102916	In February 1991, a young boy named José became possessed by a malevolent entity after exploring a forbidden cave on Cerro San Pedro in Oruro, Bolivia, leading to a harrowing, multi-hour exorcism.
46.81502	-71.21082	The Possession of Barbe Hallay	https://www.cbc.ca/radio/ideas/quebec-demon-possession-witchcraft-in-1660-1.6685584	In 1660 New France, a teenage girl named Barbe Hallay was allegedly possessed by demons and tormented by hellish spectres after a rejected suitor sought revenge through sorcery. Plagued by violent outbursts and foreign voices, she was later subjected to years of intense exorcisms by nuns at a Quebec hospital.
4.95626	-76.60733	The Mass Possession of Nóvita	https://www.mirror.co.uk/news/weird-news/22-schoolgirls-suffered-mass-demonic-8405568	Twenty-two schoolgirls in Colombia suffered violent seizures, hallucinations, and apparent demonic possession after playing the "Charlie Charlie" pencil game. Rushed to a local medical center foaming at the mouth, the victims described terrifying visions of a menacing man dressed in black.
22.49464	-79.54489	The Possession of Remedios	https://oncubanews.com/en/cuba/society-cuba/cuban-history/we-were-also-record-holders-in-terms-of-devils/	In 1682, the parish priest of Remedios documented that a local woman named Leonarda was possessed by Lucifer, who spoke through her during formal ecclesiastical proceedings. The resulting panic prompted unsuccessful attempts by church authorities to relocate the entire town.
55.45656	12.18277	The Køge House Cross	https://www.atlasobscura.com/places/koge-huskors-memorial	Between 1608 and 1615, a wealthy merchant's household in Denmark endured years of demonic haunting and spirit possession that culminated in a devastating witch trial.
30.03023	31.27684	The Exorcism of Teresa on Moqattam Hill	https://www.dailynewsegypt.com/2009/12/02/an-exorcism-on-moqattam-hill/	During a public Thursday evening service, a young woman named Teresa was brought before Father Samaan Ibrahim to be freed from multiple demons that had taken possession of her body.
13.64325	-89.13303	The Exorcism of the Young Student at Santo Tomás Church	https://historico.elsalvador.com/historico/474498/el-sacerdote-que-lucha-contra-el-diablo-en-san-salvador.html	Father Raymundo Brizuela performed a grueling exorcism at Santo Tomás Church on a 21-year-old university student from Chalatenango who was taken over by an entity that altered her voice and required multiple priests and men to restrain her.
