61.21791	-149.90058	Hotel Captain Cook	https://www.valerievalise.com/haunted-places-in-anchorage/
61.21884	-149.89163	The Historic Ancorage Hotel	https://www.valerievalise.com/haunted-places-in-anchorage/
52.63211	1.29847	Maids Head Hotel	https://en.wikipedia.org/wiki/Maids_Head_Hotel
-35.30694	149.13388	Hotel Kurrajong	https://en.wikipedia.org/wiki/Hotel_Kurrajong
14.5798	120.9781	Luneta Hotel	https://en.wikipedia.org/wiki/Luneta_Hotel
14.58319	120.97429	Manila Hotel	https://en.wikipedia.org/wiki/Manila_Hotel
15.03017	73.99477	Sina Hotel	https://en.wikipedia.org/wiki/Sina_Hotel
16.40722	120.60805	Hyatt Terraces Hotel	https://en.wikipedia.org/wiki/Hyatt_Terraces_Hotel
18.92258	72.83315	Taj Mahal Palace Hotel	https://en.wikipedia.org/wiki/Taj_Mahal_Palace_Hotel
22.56159	88.35109	Grand Hotel (Kolkata)	https://en.wikipedia.org/wiki/Grand_Hotel_(Kolkata)
27.70888	-82.7375	Don CeSar Hotel	https://en.wikipedia.org/wiki/Don_CeSar_Hotel
29.4247	-98.4864	Menger Hotel	https://en.wikipedia.org/wiki/Menger_Hotel
3.42539	101.7942	First World Hotel	https://en.wikipedia.org/wiki/First_World_Hotel
30.26805	-97.74166	Driskill Hotel	https://en.wikipedia.org/wiki/Driskill_Hotel
30.4601	78.0617	Savoy Hotel - Mussoorie	https://en.wikipedia.org/wiki/Savoy_Hotel,_Mussoorie
31.4424	-109.914	Copper Queen Hotel	https://en.wikipedia.org/wiki/Copper_Queen_Hotel
33.45055	-112.07416	Hotel San Carlos (Phoenix)	https://en.wikipedia.org/wiki/Hotel_San_Carlos_(Phoenix)
35.1982	-111.647	Hotel Monte Vista	https://en.wikipedia.org/wiki/Hotel_Monte_Vista
36.4084	-93.7373	Crescent Hotel (Eureka Springs - Arkansas)	https://en.wikipedia.org/wiki/Crescent_Hotel_(Eureka_Springs,_Arkansas)
36.505	-104.921	St. James Hotel (Cimarron - New Mexico)	https://en.wikipedia.org/wiki/St._James_Hotel_(Cimarron,_New_Mexico)
38.9314	-74.9243	Congress Hall (Cape May hotel)	https://en.wikipedia.org/wiki/Congress_Hall_(Cape_May_hotel)
40.38333	-105.51833	Stanley Hotel	https://en.wikipedia.org/wiki/Stanley_Hotel
42.5228	-70.8902	Hawthorne Hotel	https://en.wikipedia.org/wiki/Hawthorne_Hotel
43.03913	-87.9057	The Pfister Hotel	https://en.wikipedia.org/wiki/The_Pfister_Hotel
45.5006	-73.5678	Queen Elizabeth Hotel	https://en.wikipedia.org/wiki/Queen_Elizabeth_Hotel
46.20055	-112.0925	Boulder Hot Springs Hotel	https://en.wikipedia.org/wiki/Boulder_Hot_Springs_Hotel
48.4218	-123.368	The Empress (hotel)	https://en.wikipedia.org/wiki/The_Empress_(hotel)
49.28383	-123.12095	Hotel Vancouver	https://en.wikipedia.org/wiki/Hotel_Vancouver
49.88777	-97.13666	Fort Garry Hotel	https://en.wikipedia.org/wiki/Fort_Garry_Hotel
51.16416	-115.56166	Banff Springs Hotel	https://en.wikipedia.org/wiki/Banff_Springs_Hotel
51.51777	-0.14361	Langham Hotel	https://en.wikipedia.org/wiki/Langham_Hotel
52.1236	-1.64003	Ettington Park Hotel	https://en.wikipedia.org/wiki/Ettington_Park_Hotel
53.33893	-6.25609	Shelbourne Hotel	https://en.wikipedia.org/wiki/Shelbourne_Hotel
53.5403	-113.489	Hotel Macdonald	https://en.wikipedia.org/wiki/Hotel_Macdonald
58.30027	-134.405	Alaskan Hotel and Bar	https://en.wikipedia.org/wiki/Alaskan_Hotel_and_Bar
41.38556	-71.63067	The General Stanton Inn	https://www.rimonthly.com/haunted-places-rhode-island/	The General Stanton Inn is rumored to be alive with paranormal activity, from disembodied voices and footsteps to spinning doorknobs, slamming doors, and objects moving on their own throughout its rooms and halls. Staff and guests speculate the spirits may include General Stanton IV himself—or even a mysterious ghost cat—suggesting some residents of the inn never truly checked out.
35.88132	-97.43747	Stone Lion Inn	https://www.travelok.com/articles/top-haunted-places-in-oklahoma	Oklahoma’s haunted hideaways promise chilling encounters, from sudden cold spots and phantom scents to fleeting figures seen just out of view, inviting skeptics and believers alike to test their nerve. At the Stone Lion Inn Bed & Breakfast, guests report a playful yet unsettling child ghost named Irene and other spirits tied to the home’s dark past as a boarding house and funeral home.
35.6205	-82.54253	The Pink Lady at Grove Park Inn	https://northcarolinaghosts.com/mountains/the-pink-lady-of-the-grove-park-inn/	At the Grove Park Inn, the “Pink Lady” is a gentle spirit believed to be a young woman who fell to her death from a fifth-floor balcony in the 1920s. Guests and staff report seeing her as a pink mist or an apparition in a pink gown drifting through the halls, adding a soft, romantic note to the inn’s haunted lore.
44.77678	-117.82936	Geiser Grand Hotel	https://portlandghosts.com/geiser-grand-hotel/	The Geiser Grand Hotel is said to be haunted by a headless chef killed by a dumbwaiter, the ghost of a murdered cowboy, and several female spirits including the mysterious Lady in Blue. Guests and staff report door slamming, objects flying, and apparitions in period dress, suggesting the hotel’s many past lives never fully moved on.
51.99673	-0.50038	Flitwick Manor Hotel	https://www.facebook.com/story.php?story_fbid=pfbid02venf3RDzayBdYtMmNLjEDETFtBRhzEZmt5CB6pfAVEsBpRAcZohnJccNgCiXYuj5l&id=100084275556096	At Flitwick Manor Hotel, guests and staff have reported numerous ghostly encounters, including sightings of a Victorian lady in white and a little girl, mysterious fragrant scents, unexplained impressions on cushions, and various instances of poltergeist-like activity involving lights, doors, and kitchen objects.
52.06112	-0.47851	The Knife & Cleaver	https://www.facebook.com/UKHauntedHotels/posts/pfbid02D6CAPc6tV383xFVc1UPeZ5TugL5FHQJGvqa6KsWpqt4MEdkSenfq2g3jnsDiHpYel	A series of unexplained supernatural occurrences at The Knife & Cleaver includes rifled-through booking diaries, an apparition touching a witness's shoulder, and objects being mysteriously moved or tipped, alongside reports of a peculiar cold draft.
52.03163	-0.49309	The White Hart	https://www.facebook.com/UKHauntedHotels/posts/pfbid02h9GdYhNawyFW8RugbRJ8teacfycnqC2VD9dsG1D4iXGJzEtccBB9YXZECb36LL5Ll	At The White Hart, a mysterious atmosphere pervades the hotel, with tales of unexplained phenomena like a door kept perpetually open to placate spirits and sightings of a ghostly figure in a top hat and cape in its corridors and bar area.
51.38393	-1.15346	Hinds Head	https://www.facebook.com/UKHauntedHotels/posts/pfbid04ErvZMwdanPpCnWQJwJYs7AnQdWzukY9TRZchZTVegifZ6yhqf25CFNKNtqXrGCfl	The restless spirit of a drunkard, who tragically perished in a fire while detained to sober up, is rumored to haunt the area surrounding the pub.
51.39486	-0.66158	Macdonald Berystede Hotel	https://www.facebook.com/story.php?story_fbid=pfbid0FfTpQ7jw23LJLxpVNzFJdKQmeycHwX8GTfMhohovxR6QHiS6bCrhSsya6DnkK748l&id=100084275556096	The ghost of Eliza Kleineger, a maid who collected jewelry from her employers, is said to haunt the location where her body was found in 1886 after she perished in a fire; her spirit is reportedly seen with a worried expression near the spot where the original servant's staircase stood.
51.48355	-0.52315	The Ostrich Inn	https://www.facebook.com/100084275556096/posts/pfbid02f4b1U79jkRfbEQzeAsJ8EnWgSMknjiVvivUMqpbAdq8tUtN2QuM3KqBEZRHQ5eXtl/	The Ostrich Inn in Colnbrook, Slough is shrouded in eerie tales, including the ghostly presence of a Victorian lady, unexplained noises attributed to a mythical murderous landlord, and mysterious occurrences like candles relighting and faucets turning on and off.
