latitude,longitude,label,link
52.640875, -0.38447, Grade I listed wayside cross
54.89452, -2.935717, Grade I listed wayside cross
53.144036, -2.362098, Grade I listed wayside cross
53.381104, -2.477457, Grade I listed wayside cross
53.212821, -1.678404, Grade I listed wayside cross
53.212759, -1.678868, Grade I listed wayside cross
52.992069, -3.189263, Grade I listed wayside cross
50.808079, 0.156588, Grade I listed wayside cross
53.104427, -0.19056, Grade I listed wayside cross
52.670737, -0.28864, Grade I listed wayside cross
52.666965, -0.212744, Grade I listed wayside cross
52.647387, 0.688169, Grade I listed wayside cross
52.565986, -0.648166, Grade I listed wayside cross
52.306216, -0.592797, Grade I listed wayside cross
52.326809, -0.611367, Grade I listed wayside cross
52.930905, -1.273969, Grade I listed wayside cross
51.803737, -1.22551, Grade I listed wayside cross
51.698041, -4.827845, Grade I listed wayside cross
51.17456, -0.018807, Grade I listed wayside cross
51.081968, -1.920938, Grade I listed wayside cross
51.104525, -2.321983, Grade I listed wayside cross
54.069177, -0.582663, Grade I listed wayside cross
54.289472, -1.593003, Grade I listed wayside cross
54.489018, -0.608448, Grade I listed wayside cross
53.429067, -1.599615, Grade I listed wayside cross
53.311115, -4.221051, Grade II listed wayside cross
51.434669, -2.546679, Grade II listed wayside cross
51.495228, -2.658711, Grade II listed wayside cross
51.401371, -2.527277, Grade II listed wayside cross
51.307572, -2.946676, Grade II listed wayside cross
51.398336, -2.860647, Grade II listed wayside cross
51.397469, -2.862385, Grade II listed wayside cross
51.443762, -2.733828, Grade II listed wayside cross
51.53836, -2.391825, Grade II listed wayside cross
52.115844, -0.469949, Grade II listed wayside cross
52.057182, -0.544357, Grade II listed wayside cross
51.403294, -1.257421, Grade II listed wayside cross
51.996508, -0.987148, Grade II listed wayside cross
52.147483, -0.736181, Grade II listed wayside cross
52.271267, 0.295041, Grade II listed wayside cross
52.310874, 0.303998, Grade II listed wayside cross
52.495447, 0.06114, Grade II listed wayside cross
52.541651, 0.085483, Grade II listed wayside cross
52.664874, 0.154061, Grade II listed wayside cross
52.32448, -0.228757, Grade II listed wayside cross
52.371001, -0.40824, Grade II listed wayside cross
52.26233, -0.228698, Grade II listed wayside cross
52.268158, -0.344055, Grade II listed wayside cross
52.341732, -0.344538, Grade II listed wayside cross
52.325638, -0.375002, Grade II listed wayside cross
52.311813, -0.415659, Grade II listed wayside cross
51.769365, -4.464288, Grade II listed wayside cross
52.576115, -0.366839, Grade II listed wayside cross
52.573874, -0.345288, Grade II listed wayside cross
52.569915, -0.334134, Grade II listed wayside cross
52.604754, -0.304976, Grade II listed wayside cross
52.647315, -0.470706, Grade II listed wayside cross
52.558383, -0.235111, Grade II listed wayside cross
52.570497, -0.281728, Grade II listed wayside cross
52.653202, -0.139871, Grade II listed wayside cross
52.646125, -0.144384, Grade II listed wayside cross
52.206647, 0.065419, Grade II listed wayside cross
52.144041, 0.12284, Grade II listed wayside cross
52.099646, 0.006347, Grade II listed wayside cross
52.291414, 0.090431, Grade II listed wayside cross
52.121394, 0.170014, Grade II listed wayside cross
54.761837, -3.278523, Grade II listed wayside cross
54.906414, -3.265492, Grade II listed wayside cross
54.686766, -3.404283, Grade II listed wayside cross
54.783151, -3.231924, Grade II listed wayside cross
54.737782, -3.185286, Grade II listed wayside cross
54.881222, -2.832911, Grade II listed wayside cross
54.535971, -3.508898, Grade II listed wayside cross
54.283028, -3.372968, Grade II listed wayside cross
54.220841, -3.272971, Grade II listed wayside cross
54.782211, -2.72443, Grade II listed wayside cross
54.783583, -2.313592, Grade II listed wayside cross
54.556968, -2.738799, Grade II listed wayside cross
54.52585, -2.315535, Grade II listed wayside cross
54.521372, -2.319687, Grade II listed wayside cross
54.527265, -2.586452, Grade II listed wayside cross
54.669784, -2.869636, Grade II listed wayside cross
54.683264, -2.672054, Grade II listed wayside cross
54.55201, -2.46354, Grade II listed wayside cross
54.658755, -2.746009, Grade II listed wayside cross
54.632746, -2.770458, Grade II listed wayside cross
54.533756, -2.390252, Grade II listed wayside cross
54.181513, -2.721388, Grade II listed wayside cross
54.20329, -2.596628, Grade II listed wayside cross
54.432297, -2.962271, Grade II listed wayside cross
54.200911, -2.954705, Grade II listed wayside cross
54.197473, -2.951943, Grade II listed wayside cross
54.174316, -2.971572, Grade II listed wayside cross
54.226675, -2.772166, Grade II listed wayside cross
54.695587, -1.182489, Grade II listed wayside cross
54.526341, -1.067593, Grade II listed wayside cross
54.535937, -1.051069, Grade II listed wayside cross
54.48971, -0.943181, Grade II listed wayside cross
54.512239, -1.349074, Grade II listed wayside cross
51.495081, -3.218554, Grade II listed wayside cross
53.190381, -2.891588, Grade II listed wayside cross
53.045759, -2.848981, Grade II listed wayside cross
53.020067, -2.765559, Grade II listed wayside cross
53.163552, -2.232091, Grade II listed wayside cross
53.319236, -2.739724, Grade II listed wayside cross
53.272891, -2.155534, Grade II listed wayside cross
53.303658, -2.181441, Grade II listed wayside cross
53.289054, -2.236207, Grade II listed wayside cross
53.313975, -2.150505, Grade II listed wayside cross
53.347941, -2.248685, Grade II listed wayside cross
53.220039, -2.067174, Grade II listed wayside cross
53.256925, -2.729475, Grade II listed wayside cross
53.204664, -2.61639, Grade II listed wayside cross
53.206018, -2.622188, Grade II listed wayside cross
53.165913, -2.640126, Grade II listed wayside cross
53.191437, -2.543326, Grade II listed wayside cross
53.346427, -2.554188, Grade II listed wayside cross
50.377963, -5.115077, Grade II listed wayside cross
50.39673, -5.075453, Grade II listed wayside cross
50.178269, -4.980887, Grade II listed wayside cross
50.165432, -5.071651, Grade II listed wayside cross
50.365753, -5.134247, Grade II listed wayside cross
50.312274, -5.203455, Grade II listed wayside cross
50.315017, -5.059961, Grade II listed wayside cross
50.314931, -5.059815, Grade II listed wayside cross
50.31501, -5.060241, Grade II listed wayside cross
50.32589, -5.068289, Grade II listed wayside cross
50.279758, -4.990735, Grade II listed wayside cross
50.24546, -5.009067, Grade II listed wayside cross
50.368693, -5.057647, Grade II listed wayside cross
50.264067, -5.05237, Grade II listed wayside cross
50.217478, -4.921223, Grade II listed wayside cross
50.415854, -4.610041, Grade II listed wayside cross
50.444847, -4.504835, Grade II listed wayside cross
50.349634, -4.466671, Grade II listed wayside cross
50.335809, -4.570051, Grade II listed wayside cross
50.326795, -4.631953, Grade II listed wayside cross
50.463956, -4.441191, Grade II listed wayside cross
50.506964, -4.487274, Grade II listed wayside cross
