http://www.wikidata.org/entity/Q37917617	Point(13.653031 47.156725)	Meilenstein B99 24603
http://www.wikidata.org/entity/Q37920410	Point(13.50131 47.268181)	Meilenstein Untertauern 25102
http://www.wikidata.org/entity/Q37922111	Point(13.506368 47.300087)	Meilenstein Untertauern 25483
http://www.wikidata.org/entity/Q37922119	Point(13.508561 47.252746)	Meilenstein Untertauern 25484
http://www.wikidata.org/entity/Q39713777	Point(-8.592023 41.79258)	Via romana de Braga a Tui - 14 marcos miliários (série capela)
http://www.wikidata.org/entity/Q41206287	Point(-8.644841194 42.031532287)	Pelourinho de Valença
http://www.wikidata.org/entity/Q61663669	Point(1.48967 41.27802)	Pedra mil·liar
http://www.wikidata.org/entity/Q66813223	Point(-8.296594 41.442734)	Via de Braga a Guimarães, 2 marcos miliários (série capela)
http://www.wikidata.org/entity/Q66813417	Point(-8.196984 41.748757)	Marco miliário Covide e Campo
http://www.wikidata.org/entity/Q66813421	Point(-8.212483 41.740284)	Marco miliário
http://www.wikidata.org/entity/Q66814690	Point(-8.607261 41.277044)	Via romana de Braga ao Porto (8 marcos miliários, Série Capela)
http://www.wikidata.org/entity/Q66943082	Point(-8.077778 40.077403)	Pedra Letreira
http://www.wikidata.org/entity/Q96777056	Point(-8.46643 41.572112)	Wayside cross of Panoias
http://www.wikidata.org/entity/Q125523570	Point(-8.61096248 42.229595598)	Roman Milliarium
http://www.wikidata.org/entity/Q129485545	Point(8.613537225 49.467441432)	Roman Milliarium
http://www.wikidata.org/entity/Q916963	Point(12.48448 41.89259)	Milliarium Aureum
http://www.wikidata.org/entity/Q2738446	Point(-8.162235 41.786797)	Via Nova
http://www.wikidata.org/entity/Q2911145	Point(4.83202 45.0683)	Roman Milliarium
http://www.wikidata.org/entity/Q2911146	Point(5.173973 43.608173)	Borne milliaire de Bidoussanne
http://www.wikidata.org/entity/Q2911149	Point(3.271029 46.078601)	Borne milliaire de Biozat
http://www.wikidata.org/entity/Q2911150	Point(3.2701 45.491274)	Borne milliaire de Brossel
http://www.wikidata.org/entity/Q2911151	Point(2.43306 46.7695)	Borne milliaire de Bruère-Allichamps
http://www.wikidata.org/entity/Q2911153	Point(5.209083 43.597628)	Borne milliaire
http://www.wikidata.org/entity/Q2911154	Point(4.260833333 43.825833333)	milliarium in Caveirac (Gard, France)
http://www.wikidata.org/entity/Q2911157	Point(0.5362957 46.7737429)	Borne milliaire, Cenon-sur-Vienne
http://www.wikidata.org/entity/Q2911159	Point(6.93684 43.7958)	Borne milliaire de Gréolières
http://www.wikidata.org/entity/Q2911160	Point(1.2678052 45.8289553)	Borne milliaire de Limoges
http://www.wikidata.org/entity/Q2911161	Point(4.4737 43.8188)	Borne milliaire d'Antonin-le-Pieux
http://www.wikidata.org/entity/Q2911162	Point(4.632781 44.571453)	Borne milliaire de Mélas
http://www.wikidata.org/entity/Q2911164	Point(4.289043 44.665374)	Roman Milliarium
http://www.wikidata.org/entity/Q2911166	Point(4.701411 44.58781)	Borne milliaire gallo-romaine de Rochemaure
http://www.wikidata.org/entity/Q2911167	Point(5.197115 44.697848)	Roman Milliarium
http://www.wikidata.org/entity/Q2911168	Point(3.96585 43.6366)	Roman Milliarium
http://www.wikidata.org/entity/Q2911169	Point(4.453883 44.556161)	Borne milliaire de Saint-Germain
http://www.wikidata.org/entity/Q2911170	Point(4.837501 45.641134)	Borne milliaire de Solaize
http://www.wikidata.org/entity/Q2911172	Point(4.364917 44.35126)	Roman Milliarium
http://www.wikidata.org/entity/Q2911173	Point(3.418687 46.126495)	Borne milliaire de Vichy
