latitude,longitude,label,link
19.484444, -99.117222, Our Lady of Guadalupe, https://en.wikipedia.org/wiki/Our_Lady_of_Guadalupe
48.850974, 2.32377 , Our Lady of the Miraculous Medal, https://en.wikipedia.org/wiki/Miraculous_Medal
44.8411, 5.9758 ,Our Lady of La Salette , https://en.wikipedia.org/wiki/Our_Lady_of_La_Salette
43.094167, -0.046944 ,Our Lady of Lourdes , https://en.wikipedia.org/wiki/Lourdes_apparitions
53.792099, -8.917659,  Our Lady of Knock,https://en.wikipedia.org/wiki/Knock_Shrine
39.631667, -8.673333, Our Lady of Fátima, https://en.wikipedia.org/wiki/Our_Lady_of_F%C3%A1tima
-0.21944072283846772, -78.51228527204563, Our Lady of the Good Event, https://en.wikipedia.org/wiki/Our_Lady_of_the_Good_Event
40.740825, 14.61882,Our Lady of the Hens ,https://en.wikipedia.org/wiki/Our_Lady_of_the_Hens
44.5031, 6.1628,Our Lady of Laus , https://en.wikipedia.org/wiki/Our_Lady_of_Laus
44.59057880600396, -87.77352511106017, Our Lady of Champion, https://championshrine.org/us-marian-apparition-site-changes-name-to-national-shrine-of-our-lady-of-champion/
48.4396088632333, -1.058294019603697 ,Our Lady of Pontmain , https://en.wikipedia.org/wiki/Our_Lady_of_Pontmain
53.74803538496195, 20.235042453993056,Our Lady of Gietrzwałd , https://en.wikipedia.org/wiki/List_of_Marian_apparitions#Gietrzwa%C5%82d
-22.906, -47.0606, Our Lady of Tears, https://en.wikipedia.org/wiki/Our_Lady_of_Tears
50.10871472243859, 4.96095650637361, Our Lady of Beauraing,https://en.wikipedia.org/wiki/Our_Lady_of_Beauraing
50.538722, 5.750722,Our Lady of Banneux , https://en.wikipedia.org/wiki/Our_Lady_of_Banneux
-8.361667, -36.694722 , Our Lady of Graces, https://en.wikipedia.org/wiki/Cimbres_Marian_apparition
39.7596, 140.1497,Our Lady of Akita , https://en.wikipedia.org/wiki/Our_Lady_of_Akita
12.268978264890094, -85.38326206575366, Our Lady of Cuapa,https://en.wikipedia.org/wiki/List_of_Marian_apparitions#Cuapa
-2.633333, 29.55 ,Our Lady of Kibeho , https://en.wikipedia.org/wiki/Our_Lady_of_Kibeho
-33.327856263869826, -60.21614594824175,Our Lady of the Rosary of San Nicolás , https://en.wikipedia.org/wiki/Our_Lady_of_the_Rosary_of_San_Nicol%C3%A1s
10.07571039180447, -66.92728483493062 ,Mary - Virgin and Mother - Reconciler of All Peoples and Nations , https://it.wikipedia.org/wiki/Apparizioni_di_Finca_Betania
41.903658810378936, 12.483942530205214,Madonna of the Miracle , https://en.wikipedia.org/wiki/List_of_Marian_apparitions
41.656944, -0.878333, Our Lady of the Pillar,https://en.wikipedia.org/wiki/Our_Lady_of_the_Pillar
52.88068665408056, 0.8528319139994374, Our Lady of Walsingham, https://en.wikipedia.org/wiki/Our_Lady_of_Walsingham, #1061ce
51.3033, 0.4796 ,Our Lady of Mount Carmel ,https://en.wikipedia.org/wiki/Our_Lady_of_Mount_Carmel
44.49, 8.863 ,Our Lady of the Watch , https://en.wikipedia.org/wiki/Shrine_of_Nostra_Signora_della_Guardia
10.68, 79.849722,Our Lady of Good Health , https://en.wikipedia.org/wiki/Our_Lady_of_Good_Health
55.530222, 23.224633,	Our Lady of Šiluva ,https://en.wikipedia.org/wiki/Our_Lady_of_%C5%A0iluva#Apparition
16.705450034683018, 107.19588015073418,Our Lady of La Vang , https://en.wikipedia.org/wiki/Our_Lady_of_La_Vang
46.9844, 1.415 ,Our Lady of Pellevoisin , https://en.wikipedia.org/wiki/Our_Lady_of_Pellevoisin
23.578013350890917, 120.56090542431996 ,Our Lady of China , https://en.wikipedia.org/wiki/Our_Lady_of_China
52.37312675978642, 4.884192385806257 ,The Lady of All Nations, https://en.wikipedia.org/wiki/The_Lady_of_All_Nations
47.123933962234695, 0.4275093964642586 ,	Our Lady of Prayer , https://en.wikipedia.org/wiki/List_of_Marian_apparitions#Prayer
45.414828211200664, 10.392680426778206 , Rosa Mystica,https://en.wikipedia.org/wiki/Rosa_Mystica
43.19127330339482, 17.677964454312765 ,Our Lady of Medjugorje, https://en.wikipedia.org/wiki/Our_Lady_of_Medjugorje
