latitude,longitude,label,link
29.787778, 34.988889, King Solomon's Mines (possible location),https://en.wikipedia.org/wiki/King_Solomon%27s_Mines
-25.3, 130.733333,Lasseter's Reef (Possible location),https://en.wikipedia.org/wiki/Lasseter%27s_Reef
52.58089308189628, -117.07475572825369,Lost Lemon Mine (very Approx. location),https://en.wikipedia.org/wiki/Lost_Lemon_Mine
49.416667, -122.55,Pitt Lake's lost gold mine (nearby?),https://en.wikipedia.org/wiki/Pitt_Lake%27s_lost_gold_mine
49.049785373182864, -118.64225355112045,Jolly Jack's Lost Mine (Rough location),https://en.wikipedia.org/wiki/Jolly_Jack%27s_Lost_Mine
64.78859935503095, -118.1423682218634,Lost McLeod Mine (Location unknown),https://en.wikipedia.org/wiki/Lost_McLeod_Mine
37.178218685217104, -110.89980384723071,Foster's Lost Mine (Location unknown),https://en.wikipedia.org/wiki/San_Juan_River_(Vancouver_Island)#Foster's_Lost_Mine
25.956111, -107.047778,Naranjal mine (Location unknown),https://en.wikipedia.org/wiki/Naranjal_mine
33.398611, -111.535,Lost Dutchman's Gold Mine (Loncation unknown),https://en.wikipedia.org/wiki/Lost_Dutchman%27s_Gold_Mine
33.2961, -116.2981,Lost Pegleg mine (Location unknown),https://ohp.parks.ca.gov/ListedResources/Detail/750
37.62381907711219, -119.08467726075035,Lost Cement Mine (Location unknown),https://en.wikipedia.org/wiki/Lost_Cement_Mine
34.754167, -115.416389,Lost Dutch Oven Mine (Location unknown),https://en.wikipedia.org/wiki/Lost_Dutch_Oven_Mine
35.12863593930507, -119.64289233260882,Lost Padre Mine (Location unknown),https://en.wikipedia.org/wiki/Lost_Padre_Mine_(southern_California)
37.7116171124765, -107.52431942629634,Lost Mine on Bear Creek (Location unknown),Beartown, a remote mining camp in the San Juan Mountains, flourished briefly in the late 19th and early 20th centuries with its rich but elusive gold veins, only to be abandoned due to challenges like limited ore depth and high transport costs. Adding to its mystique is a lost mine filled with gold ore, skeletons, and mysterious rediscoveries, whose location remains a tantalizing enigma.
46.92193588266285, -116.90168209470563,Wheelbarrow Mine (Location unknown),https://en.wikipedia.org/wiki/Wheelbarrow_Mine
37.009959641321096, -81.29499506823991,Swift's silver mine (Location unknown),https://en.wikipedia.org/wiki/Swift%27s_silver_mine
41.700117937418426, -115.40709834702635,the Lost Sheepherder’s Mine (Location unknown),https://findingnevadawild.com/__legends_lost_nevada_jarbidge/,Deep in Nevada's Jarbidge Wilderness, the Lost Sheepherder’s Ledge remains a haunting mystery, guarded by tales of a headless skeleton and cursed discoveries.
34.469444, -108.284722,Lost Adams Diggings (Location unknown),https://en.wikipedia.org/wiki/Lost_Adams_Diggings,The Lost Adams Diggings is a legendary gold-rich canyon in New Mexico, discovered in the 1860s but never relocated despite numerous attempts. The tale of Apache warnings, hidden treasures, and a doomed mining party has fueled treasure hunts and inspired folklore for over a century.
32.923056, -106.64,Victorio Peak treasure (Location unknown),https://en.wikipedia.org/wiki/Victorio_Peak_treasure,
The Victorio Peak treasure refers to a legendary cache of gold reportedly discovered in 1937 by prospector Doc Noss in New Mexico’s Victorio Peak. Despite numerous expeditions and legal disputes, no verified recovery of the treasure has ever been documented.
44.20832166813101, -119.955613802093,Lost Blue Bucket Mine (Location unknown),https://en.wikipedia.org/wiki/Lost_Blue_Bucket_Mine
31.22068123233487, -98.8565103002908,San Saba mine (Location unknown),https://www.thealamo.org/remember/james-bowie/bowies-silver,Bowie's Silver refers to the legendary lost silver mine near the San Saba River, first rumored in the 18th century and later sought by James Bowie and his party in 1831. Despite their efforts and subsequent searches, the mine's existence remains unproven, fueling Texas folklore.
40.690037427352394, -111.25294981306872,Lost Rhoades Mines (Location unknown),https://utahtreasure.net/lost-rhoades-mines/
47.41738352065094, -120.7546949126152,Lost Doukhobor Ledge (Location unknown),https://en.wikipedia.org/wiki/Gold_Creek_(Washington)#Lost_Doukhobor_Ledge
