latitude,longitude,label,link
11.557319019368054, 92.24238406361673,The Sentinelese of North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island
-12.691327489602672, -68.1652473826425,The Toromona of Bolivia,https://en.wikipedia.org/wiki/Toromona
-9.671581433781796, -60.99401348888289,The Piripkura of Brazil,https://en.wikipedia.org/wiki/Piripkura
-6.91633399129618, -65.83458587236784,The Himarimã of Brazil,https://en.wikipedia.org/wiki/Himarim%C3%A3
-11.128561244887015, -63.46579742812708,The Uru-Eu-Wau-Wau of Brazil,https://en.wikipedia.org/wiki/Uru-Eu-Wau-Wau
-5.011781970882561, -71.22428623005631,The Flecheiros of Brazil,https://en.wikipedia.org/wiki/Flecheiros
-6.645689801967113, -72.13065839231089,The Korubo of Brazil,https://en.wikipedia.org/wiki/Korubo
-9.042030906509083, -59.98029150263047,The Kawahiva of Brazil,https://en.wikipedia.org/wiki/Kawahiva
-3.5245886718215265, -46.479635887818034,The Awá of Brazil,https://en.wikipedia.org/wiki/Aw%C3%A1_(Brazil)
2.514729133077124, -70.4789370482832,The Nukak of Columbia,https://en.wikipedia.org/wiki/Nukak
Río Puré National Park,The Carabayo of Columbia,https://en.wikipedia.org/wiki/Carabayo
-1.4441145273881346, -69.6132168404604,The Yuri of Columbia,https://en.wikipedia.org/wiki/Yuri_language_(Amazon)
-0.6836378415793873, -76.19367709399071,The Tagaeri of Ecuador,https://en.wikipedia.org/wiki/Tagaeri
-0.9033431942135183, -75.70478552569182,The Taromenane of Ecuador,https://en.wikipedia.org/wiki/Taromenane
-19.625176672809967, -61.28838476653929,The Ayoreo of Paraguay,https://en.wikipedia.org/wiki/Ayoreo
-12.026882382168239, -71.72990265825212,The Nomole of Peru,https://en.wikipedia.org/wiki/Mashco-Piro
-6.749565629615656, 106.30593390994221,The Baduy of Java,https://en.wikipedia.org/wiki/Baduy_people
0.6541196115895211, 127.91029963846813,The Togutil of North Maluka,https://en.wikipedia.org/wiki/Togutil_people
0.6407500392802061, 122.52437736481444,The Polahi of Sulawesi,https://en.wikipedia.org/wiki/Polahi_people
-4.515773873278553, 138.32946643449503,Over 40 uncontacted tribes in West Papua,https://en.wikipedia.org/wiki/Western_New_Guinea
