latitude,longitude,label,link
54.97877,-2.02997,Corbridge Roman Town,https://www.english-heritage.org.uk/visit/places/corbridge-roman-town-hadrians-wall/
52.5835,1.2909,Venta Icenorum - Roman Town,https://en.wikipedia.org/wiki/Venta_Icenorum
52.674490,-2.644560,Wroxeter - Roman City
51.81934,-1.92485,Chedworth - Roman Villa
50.71739,-2.44098,Roman Townhouse
54.08987,-1.38223,Aldborough Roman town
50.673,-1.15262,Brading - Roman Villa 
54.99120643656059,-2.36015988515265,Vindolanda - Roman Settlement
54.089859166457124,-1.382330828388858,Aldborough Roman Settlement
51.82817843223975,-0.21022169989125444,Welwyn Roman Baths (Saturdays),https://www.millgreenmuseum.co.uk/roman-baths/
6.8445700619485015, 158.3356470505024 Nan Madol https://en.wikipedia.org/wiki/Nan_Madol
20.2666, 30.933 Great Zimbabwe - Ironage Settlement https://en.wikipedia.org/wiki/Great_Zimbabwe
54.47341692045689, -3.4349892735229903, Various Prehistoric features
54.97806852298903, -2.0291254704042476,Corbridge Roman Town,https://www.english-heritage.org.uk/visit/places/corbridge-roman-town-hadrians-wall/
51.509326656305156, -0.08304579005226075,Billingsgate Roman House & Baths (Museum),https://www.thecityofldn.com/directory/billingsgate-roman-house-and-baths/,Beneath London's Square Mile lies a well-preserved Roman history that has withstood centuries of change. The Billingsgate Roman House and Baths, dating back to around A.D. 150, offer a fascinating glimpse into Roman London, hidden beneath an office building.
