@id,@lat,@lon,name
53.2432021,-1.4992986,Bookcase
51.1166375,-0.2608024,Bookcase
51.8049242,0.4140101,Bookcase
51.6530490,-2.5142654,Hill Book Box
51.6828780,-2.4647210,Bookcase
51.8949979,-2.3464945,Bookcase
53.3794002,-2.4856250,Church Road Book Swap
52.2284266,-1.0799432,Bookcase
52.5859431,-1.8720088,The Exchange
52.1026871,-0.9548030,Bookcase
53.9174511,-1.5657405,Bookcase
52.7488196,-1.8208120,Kings Bromley Book Club Book Exchange
51.2561602,1.0157748,Chartham Village Phone Box Library
51.1800651,1.0649334,Bookcase
51.5897707,-2.5319253,Alveston Book Exchange
51.2985988,1.2373885,Bookcase
51.5496182,-2.4634418,Swap Box
51.3598821,-2.6630473,Bookcase
50.8200469,-2.3414530,Bookcase
51.2747866,0.5795282,Bookcase
51.3945814,-2.3599870,Bookcase
51.3231734,-0.6336849,Bookcase
50.9273989,-3.4013525,Bookcase
50.9911122,-0.9611921,Bookcase
51.5160210,-2.5448900,Stoke Gifford Toy Library
52.0105257,-0.0645166,Bookcase
53.9336223,-0.5608903,Bookcase
52.6564649,-1.8582687,Bookcase
52.6374523,-1.8348262,Bookcase
52.1353169,-0.0098364,Bookcase
51.2381239,-1.0973442,Bookcase
52.1655000,-1.2990595,Bookcase
51.7410615,-2.2842972,Bookcase
51.7128579,-2.3317055,Coaley Lending Library
51.5209239,-2.2448521,Bookcase
50.7240416,-2.7506301,Bookcase
57.4367537,-2.3535372,Bookcase
51.9811595,-1.0115995,Bookcase
51.5578834,-2.3476576,Horton Village - The Old Post Office
49.2816504,8.4732945,Bookcase
51.5831137,9.8056558,Bücherzelle
51.7636801,-1.2110396,Bookcase
55.0408677,-1.9541998,Bookcase
54.1323297,-1.2481760,Bookcase
51.8445321,0.9438410,Book Swap
51.7880839,-2.2723072,Bookcase
52.0248392,-2.2389364,Bookcase
51.9412354,-2.3626367,Upleadon Book Box
51.3314148,-1.1080879,Little London Book Exchange
51.5551373,-2.1102581,Corston VIllage Book Exchange
54.2691679,-1.7795892,Bookcase
51.6033411,-2.1583062,Bookcase
48.7071876,-0.5829143,Bookcase
-36.8627532,174.7240955,Bookcase
51.1468652,-0.6466736,Bookcase
54.1082895,10.8993800,Bookcase
53.1925008,-0.7296642,Book Exchange
51.6375559,-1.1366883,Community Book Exchange
33.8661283,-78.5157683,Bookcase
51.4072260,-2.2584006,Bookcase
51.4154621,-2.2649403,Bookcase
52.1312715,-0.0309183,Wimpole Book Exchange
46.5124603,6.6339961,Cabine à livres
51.3840194,-1.1530127,Bookcase
50.9464426,-1.5938652,Bookcase
48.0056615,-1.8493607,Bookcase
50.6394290,-2.1990389,Bookcase
52.5777892,-3.3331995,Bookcase
51.0243741,-1.4665410,Bookcase
49.8782870,6.8141391,Bookcase
51.4696987,-0.0283541,Bookcase
51.2563561,-0.6076527,Bookcase
52.2251496,1.1810998,History Box
52.5583100,1.5503016,Reedham Ferry Phone Box Library
47.5591292,8.5015594,Bookcase
53.3574354,-3.1233783,Hillview 1211
56.0100889,-3.3952602,Bookcase
50.9448572,-3.3376562,Bookcase
52.1425742,0.1192107,Bookcase
51.3770262,-0.8556313,Book Swop
50.9842844,-3.3516003,Bookcase
52.9469594,-0.8916574,Bookcase
51.7286313,-2.2747184,Kings Stanley Library
51.4615093,-2.7597113,Bookcase
51.2169888,-0.8035167,Book Swap
53.8752383,10.6769885,KulTürKabuff
52.0332683,-2.0210277,Bookcase
52.2343853,-3.3806651,Bookcase
55.3880602,-1.6126521,Bookcase
51.1384040,1.0007884,Book Swap
51.3956664,-2.0036398,Heddington Book Swap
52.2916629,0.0905025,Book Exchange
52.0203671,0.6045692,Bookcase
51.4495153,-1.9478856,Bookcase
50.9266852,-2.5873101,Bookcase
53.1517054,-1.2812671,Bookcase
47.9990410,-1.7757642,Bookcase
50.2245733,8.8771996,Bookcase
51.2825660,7.0305423,Bücherbar
51.9284543,0.6961082,Earls Colne Telephone Box Book Exchange
49.8323861,9.8725874,Bücherbox
48.8930481,11.1801056,Bookcase
50.7310075,-2.7349889,Book Exchange
53.5492236,-1.8386292,Bookcase
51.1996960,-0.6629587,Bookcase
49.8764622,13.5752535,Bookcase
54.1058409,-0.8464858,Bookcase
52.0309571,-2.1004704,Bookcase
54.9763075,-1.8227716,Bookcase
51.3062691,1.1469891,Bookcase
51.6422896,6.7657559,Bookcase
48.6894154,9.4213992,Bookcase
51.6926704,-2.2336430,Bookcase
53.2405502,-2.0902468,Bookcase
51.7256616,-2.1521616,Bookcase
51.9342050,1.1172501,Bradfield Book Exchange
51.5924677,-2.4803900,Swap Box
50.0092232,14.4622708,Bookcase
52.3659793,-0.3671538,Bookcase
52.3255256,-0.3748433,Bookcase
52.3703815,-0.4234835,Bookcase
47.7925135,-4.2721844,Bookcase
53.3852143,-2.4553357,Sandy Lane Book Swap
47.8079159,-4.2626921,Bookcase
51.8903777,1.0748543,Bookcase
53.7041483,-2.6139706,Defibrillator/Bookswap
52.5822823,-0.4172591,Bookcase
52.5918101,-0.4259534,Bookcase
46.1109090,6.0798083,Bookcase
51.3576027,1.0201905,Bookcase
48.4476647,-3.1203927,Bookcase
51.3637302,1.0329643,Bookcase
51.4146692,-1.3756158,Bookcase
51.7351142,-2.2099040,Butterow Book Exchange
53.3481541,-2.2436194,Bookcase
51.1077376,1.0159843,Bookcase
51.3702317,6.4113836,Schmökerbude
52.1433006,-2.2426774,Bookcase
50.0586891,14.5575378,Bookcase
46.4331835,6.9155068,Bookcase
51.2761216,-1.1526038,Bookcase
48.0658775,11.6101830,Bookcase
53.3087208,-1.4512555,K6 Book Exchange
51.1537680,-3.3041234,Bookcase
53.8412650,-1.8712956,Bookcase
52.0193763,-2.0957775,Bookcase
52.2408801,0.5830977,Bookcase
52.0388511,-2.0049840,Bookcase
51.8405084,-1.4013060,Bookcase
46.4398667,6.9127913,Bookcase
51.2233862,-1.1141059,Bookcase
46.1206461,6.1039856,Bookcase
53.2534518,-3.0090120,Bookcase
53.2659124,-2.6327345,Book Exchange
57.5491763,-4.2618574,Bookcase
52.3615864,1.0015525,Book Swap
43.9977408,2.6235141,Bookcase
52.9657950,-1.5029540,Bookcase
53.0233138,-1.0576091,Woodborough Book Exchange
46.4719470,6.8325684,Bookcase
51.2339955,-0.5997557,Bookcase
53.1959976,-1.7773231,Bookcase
53.6681218,0.0332299,Bookcase
53.0034399,-0.9774050,Caythorpe Book Exchange
46.5183565,6.5071033,La Cabine d'échanges
46.5178492,6.5257808,Préverenges bouqine
56.5549120,-5.4093603,Port Appin Book Exchange
47.8604877,15.0310437,Bookcase
47.3478077,8.3579729,Bookcase
52.3899293,9.7456087,Bookcase
40.6832332,-74.0045885,Little Free Library
52.3934773,9.6850598,Bookcase
50.5142237,7.3094325,Bookcase
53.0969049,-1.0093847,Bookcase
51.6304294,-2.5653612,Bookcase
43.2656294,-0.1198471,Bookcase
53.0007196,-1.0610480,Lambley Book Exchange & Information Point
51.0653867,0.8577382,Bookcase
52.3630024,12.9746325,Bookcase
46.7463576,7.1239664,Bookcase
53.3145065,-2.3149282,Book Exchange
50.9639513,-2.8350939,Bookcase
53.8576569,10.7140202,Bookcase
50.7000629,-3.2963382,Bookcase
53.9587436,-0.7995407,Bookcase
52.7673885,1.2930329,Bookcase
59.9254318,10.7048719,Bookcase
50.6910686,-3.3987008,Woodbury Salterton Book Exchange
47.9197932,-1.8605287,Bookcase
51.4787720,-0.0261830,Under the Rainbow
55.9864886,-2.7492880,Bookcase
51.1461696,1.0738764,Bookcase
51.4611618,0.0028631,Bookcase
51.7039459,0.4823346,Bookcase
56.3569281,-4.3734768,Balquhidder Book Exchange
56.4951888,-4.1644974,Bookcase
50.9344787,6.9561409,Bookcase
50.0067849,9.1503804,Bookcase
53.1811638,-1.8680183,Bookcase
52.2461410,-0.2987332,Hail Weston Phone Box Library & Book Exchange
53.9873766,-1.5205765,The Saints Community Library
51.8441578,-2.4062142,used_book_exchange
51.7466295,-2.3240937,Community Book Swap
52.0721099,-2.1156145,Bookcase
52.8910516,-1.0904130,Bookcase
52.5768150,5.7683095,Bookcase
57.5881057,-4.5377065,Bookcase
57.5050574,-4.2685339,Bookcase
46.9329696,6.1676913,Biblio’Cab
51.3215570,-2.4365334,Bookcase
53.0219946,-2.8133982,Bookcase
48.6158506,7.3072307,Bookcase
51.9218724,0.2151508,Ugley Green
53.0404304,-1.5039493,Bookcase
52.3709371,9.7283593,Calenberger Neustadt
52.9454897,0.7249320,Bookcase
53.7321413,10.7440363,Bücherwurm
52.8915931,-1.0780935,Bookcase
53.7755153,-0.9234215,Wressle phone box
52.2259314,0.9381052,Bookcase
50.7255828,-1.5893242,Bookcase
50.7462587,-3.3917144,Library
49.0200187,-0.6307791,Bookcase
51.9594248,8.6582026,Bookcase
51.8873315,-0.1000167,Lordship Arms PH
51.9301055,0.0871408,Brewery Tap PH
51.2131769,-1.1585857,Old Phone Box
51.0253064,-1.3901618,Bookcase
51.4955201,8.0491745,Günner Bücherschrank
50.9385661,-2.2647314,Bookcase
51.3171945,9.4805373,Bookcase
50.7394014,7.0896225,Bookcase
49.3418576,16.2583407,Bookcase
52.6204410,13.3558874,Fernsprecher
47.0202863,7.4369609,Bookcase
53.6039892,-1.8506460,Bookcase
52.4168388,0.3438622,Bookcase
52.3062523,0.7667202,Great Livermere Book Exchange
52.3019106,-1.2407167,Bookcase
51.6827233,-2.1554946,Bookcase
50.7144027,-3.0512721,Bookcase
42.1735200,-77.9787700,Scio Free Library
43.5750600,-75.9961500,Cogswell Free Library
51.8429081,-2.0556834,Bookcase
52.1252152,-2.2871545,Bookcase
53.5897312,-1.7966886,Bookcase
48.7319942,9.1112506,Bookcase
50.1085390,8.0982053,Wambacher Bücherzelle
50.6603465,-3.2978693,Bookcase
48.1292366,16.2832536,Bookcase
53.6850036,-2.6382810,Book Swap
53.6909697,-2.6358094,Book Swap
50.6588556,-3.5279735,Bookcase
53.3106793,-2.2968023,Book Exchange
49.2945262,8.6991782,Öffentliches Bücherregal
51.5569154,-0.7498119,Bookcase
45.9646707,4.0098092,Bookcase
47.3484853,7.9115722,Offener Bücherschrank
52.3651423,0.0128412,Phone Box Library
48.1881108,16.3568700,Bookcase
52.9159633,-1.3202524,Bookcase
52.9217110,-1.3731201,Bookcase
52.0779166,-2.3323235,Malvern Wells Community Book Exchange
53.9588131,-1.5338681,Bookcase
53.8770624,-2.9637836,Bookcase
51.7362390,-1.7895577,Bookcase
52.3124684,9.7892519,Bücherschrank
52.0950623,-1.9081977,Bookcase
-12.9932429,-38.4611356,Bookcase
50.9591070,-3.2070535,Bookcase
52.4207600,-2.2322100,Bookcase
50.8243286,-1.5762368,Bookcase
53.8616792,-0.8130438,Bookcase
52.7928174,0.4369277,Bookcase
53.8316356,-2.3884971,Bookcase
53.9056497,-2.3684037,Grindleton Info Hub
53.8690188,-0.9504889,Thorganby Book Exchange
52.3760345,-0.0943624,Old Hurst Book Exchange
53.6990630,-0.7977587,Bookcase
48.6947565,9.4224610,Bookcase
50.8462310,-0.9366621,Booknookems
48.2019393,16.3451033,Offener Bücherschrank
55.8262640,-3.2216707,Pandora's Box
51.8508696,0.1608645,Bookcase
53.2839463,-1.5256481,Bookcase
50.8055350,-3.3693939,Bookcase
47.7547209,-1.8844883,Bookcase
50.2215256,11.9366685,Bookcase
50.7986964,-3.2472378,Bookcase
51.8111606,-1.3999310,Freeland Little Free Library
54.4505348,-1.2802506,Bookcase
51.4234358,-2.2637675,Bookcase
50.0617005,8.8069017,Bookcase
56.4710518,-3.4088579,Bookcase
48.3725371,10.8935062,Bookcase
48.7444162,7.3625747,Bookcase
51.8035862,0.4610421,Bookcase
52.4280987,-0.1493614,Little Free Library
51.8084490,0.3519028,Bookcase
52.0410182,0.5310343,Bookcase
51.8748346,1.1180436,Bookcase
49.4126588,11.0127613,Bücherzelle
47.5338752,6.8969526,Self-service pour l'esprit
52.4551577,0.2009976,Bookcase
53.3239123,-1.1685017,Shireoaks Book Exchange
50.1080904,-5.3524733,Book Exchange
43.7301815,0.8771487,Bookcase
52.0472033,-1.8943320,Bookcase
51.3475634,-2.1011822,Telephone Box Library
52.8723377,-0.8546262,Bookcase
45.6749885,3.6357338,Le livre vagabond
49.8886138,15.5298474,Bookcase
47.0594867,15.4532261,Offenes Bücherregal Moserhofgasse 53
50.9886411,-0.8590125,Bookcase
43.7076330,2.1381407,Bookcase
51.1448016,1.2778389,Bookcase
50.8163883,0.1772884,Bookcase
51.0901738,-1.4355051,The Book Phone
52.2779179,1.6287870,Bookcase
46.0107633,8.9954945,Bibliocabina
57.3391201,-4.5042329,Bookcase
51.3050424,13.3036096,Offener Bücherschrank
52.9829562,-1.3553136,Bookcase
51.0069053,-2.3373496,Kington Magna Book Exchange
52.0441605,-1.9679718,Bookcase
52.4712996,9.3836706,Bookcase
53.2964048,-1.6349472,Bookcase
48.3542316,10.9447635,Bookcase
52.0437238,-1.9342293,Bookcase
51.8902205,-0.0562722,Bookcase
51.8715530,0.1070305,Bookcase
51.9414863,0.1117809,Bookcase
51.9867311,-0.0861258,Bookcase
49.7598733,9.5175362,Bücherzelle
42.7824253,0.6018354,Bookcase
52.3727008,0.9268427,Bookcase
52.2769347,0.7656235,Book Exchange
53.0282121,-1.7550518,Book Box
48.2979878,16.5599362,Bookcase
50.9304448,-1.6167244,Bookcase
50.9089223,-1.5544940,Bookcase
48.7891189,9.3415867,Öffentliches Bücherregal
47.1046434,8.6763477,Büchertauschbörse
