latitude,longitude,label,link
54.65877897110055, -2.74622178510749,Plague stone, Penrith,https://co-curate.ncl.ac.uk/plague-stone-penrith
54.669101446647566, -2.864476503090053, In one of the surrounding fields of St Andrew's Church, https://www.therowleyestates.com/wp-content/uploads/2023/08/1-S-Greystoke-Local-Walk-3.pdf?x52473
50.19176483501755, -5.567502536156619, Zennor Church, https://www.cornwallheritagetrust.org/commemorative_plaque/zennor-plague-stone/
54.4361, -1.76146, Medieval Cross base used as Plague Stone, https://historicengland.org.uk/listing/the-list/list-entry/1014764
53.665648, -1.325075, Ackworth Plague Stone, https://historicengland.org.uk/listing/the-list/list-entry/1313253
53.093861, -2.022014, Grade II listed stone at Leek, https://www.wikidata.org/wiki/Q26558945
53.206, -2.62221, Cross base on south side of Longstone Lane, https://www.wikidata.org/wiki/Q17676694

54.119718535117656, -2.532105562533062, Built into a wall by the roadside!,https://historicengland.org.uk/services-skills/education/educational-images/plague-stone-bentham-7178
50.190737, -5.568112, Piggery - Plague Stone And Cross,https://www.wikidata.org/wiki/Q26431173
