latitude,longitude,label,link
53.061796674054115,-2.9808027267706576,Action Stones (1977)
54.59270828831718, -2.802029351519482,The Cockpit Stone Circle
54.282514237557216, -3.273870931056853,Swinside Stone Circle (visible from public land)
54.15664879836533, -3.085112584139073,The Druid’s Circle – Birkrigg Common
54.44504465649192, -2.901599633927461,Hird Wood,https://www.megalithic.co.uk/article.php?sid=450623105
54.36079570505965, -3.1023418632530815, Banniside Stone circle,https://www.themodernantiquarian.com/site/7235/banniside.html
54.342070 , -3.1333031,Bleaberry Haws Stone Circle,https://www.megalithic.co.uk/article.php?sid=680
54.67381116130992, -3.2777340901442598,Elva Hill Stone Circle,https://www.visitcumbria.com/cm/elva-plain-stone-circle/
54.553130205972685, -2.669025556389528, Gunnerkeld stone circle
54.234454847823876, -3.151078710973153, The Kirk - Stoneless stone circle.
54.21752109518845, -3.3062432158160866, Lacra B
54.21752109518845, -3.3062432158160866, Lacra C
54.41373165803795, -3.2765053676055516, Longrigg Stone Circle
54.41047252982252, -3.275820940939219, White Moss NE Stone Circle
54.40765470872121, -3.490830309328932, Grey Croft Stone Circle
54.51288372794919, -3.4532879713589804, Blakeley Raise Stone Circle
66.460979,-15.960224,Arctic Henge (modern),https://www.ontheroadiary.com/iceland-rock-formations/
