latitude,longitude,label,link
53.037054675952106, -0.46126509459198584,Fragments displayed in Cranwell church,https://chacklepie.com/ascorpus/catvol5.php?pageNum_urls=98
55.73482990728824, -3.91288773190934,Dalserf Kirkyard,https://graveyardsofscotland.com/2020/02/01/the-dalserf-hogback-stone/
56.100377526813254, -4.636563076133634,Luss Parish Church,https://www.lochlomond-trossachs.org/park-authority/how-we-can-help/communities/projects/hogback-stone-luss/
54.04744730011331, -2.9019383538484997,St. Peter's Church - Heysham,https://en.wikipedia.org/wiki/Heysham_hogback
55.86464842284948, -4.313179002933678,Govan Old Church,https://thegovanstones.org.uk/
53.36885336148268, -3.176439708357114,St. Bridget's - West Kirby,https://howardwilliamsblog.wordpress.com/2024/05/08/the-west-kirby-hogback-revisited/
52.246691863423706, -4.233000696037543,Llanddewi Aberarth Church,https://ceredigionhistory.wales/aberarth/
54.41918758460972, -3.4315234580108376,St. Mary's Church - Gosforth,https://en.wikipedia.org/wiki/St_Mary%27s_Church,_Gosforth
54.3613728502295, -1.4263913846450784,St. Thomas' Church - Brompton,https://www.darlingtonandstocktontimes.co.uk/news/19194398.hogback-stones-brompton-northallerton/
55.73682561209267, -5.035951180096616,St. Blain's Chapel,https://www.historicenvironment.scot/visit-a-place/places/st-blanes-church/history/
51.609007594548565, -4.1724460403498025,St. Rhidians,https://www.britainexpress.com/attractions.htm?attraction=609
50.44392332162293, -4.762750294925739,Lanivet Church,https://www.bodminway.org/lanivet-heritage
54.5240431162003, -1.8211332387718118,Wycliffe Church,https://www.achurchnearyou.com/church/3320/about-us/
56.15063250664068, -3.9086402590447666,Logie Old Kirk,https://www.megalithic.co.uk/article.php?sid=47535
55.51602036417138, -2.6009619945072635,Ancrum Kirkyard,https://canmore.org.uk/site/96330/ancrum-old-ancrum-church-graveyard
55.407048454029905, -2.615082228379215,Fragments - near Abbotrule,https://saintsplaces.gla.ac.uk/place.php?id=563
52.91035224000524, -6.834922966392135,Castledermot,http://www.megalithicireland.com/Castledermot%20Monastery,%20Kildare.html
52.856477113337284, -0.9738343763463506,St. Luke's Church - Hickling,https://emidsvikings.ac.uk/items/the-hickling-hogback/
54.45819501052329, -1.461949291869236,Conyer's Chapel - 8 hogbacks,https://www.megalithic.co.uk/article.php?sid=36512
52.923107864228676, -1.480113798804511,Derby Museum - Hogback,https://thelanguageofstone.blogspot.com/2020/05/archaeology-at-derby-museum.html
55.99599994155744, -3.4742414738217136,Abercorn Parish Church,https://en.wikipedia.org/wiki/Abercorn
54.612996503016966, -2.7461860180645195, St. Michael's - Lowther - A Viking hogback stone. 
